State,County,Ship Date,Total Equip Quantity,Total Cost
CA,VENTURA,2009-03-25 00:00:00,51,2461.02
CA,VENTURA,2009-03-31 00:00:00,202,774.4200000000001
CA,VENTURA,2009-04-04 00:00:00,4,1103.53
CA,VENTURA,2009-04-16 00:00:00,18,718.0
CA,VENTURA,2009-05-07 00:00:00,186,3177.0
CA,VENTURA,2009-05-09 00:00:00,1,45.22
CA,VENTURA,2009-05-11 00:00:00,4,24.69
CA,VENTURA,2009-05-13 00:00:00,2,3500.0
CA,VENTURA,2009-05-14 00:00:00,344,367.85
CA,VENTURA,2009-05-15 00:00:00,4,16107.0
CA,VENTURA,2009-05-18 00:00:00,1,2208.0
CA,VENTURA,2009-05-19 00:00:00,112,4500.0
CA,VENTURA,2009-05-27 00:00:00,11,9628.54
CA,VENTURA,2009-05-29 00:00:00,4,5222.0
CA,VENTURA,2009-05-30 00:00:00,1,359.0
CA,VENTURA,2009-06-01 00:00:00,5,844.96
CA,VENTURA,2009-06-03 00:00:00,3,24000.0
CA,VENTURA,2009-06-09 00:00:00,1,3250.0
CA,VENTURA,2009-06-11 00:00:00,98,7138.16
CA,VENTURA,2009-06-12 00:00:00,2,7110.25
CA,VENTURA,2009-06-15 00:00:00,3,3861.58
CA,VENTURA,2009-06-23 00:00:00,20,328.0
CA,VENTURA,2009-06-26 00:00:00,150,769.83
CA,VENTURA,2009-06-30 00:00:00,104,11816.83
CA,VENTURA,2009-07-01 00:00:00,60,14635.0
CA,VENTURA,2009-07-02 00:00:00,305,10027.07
CA,VENTURA,2009-07-06 00:00:00,13,9550.0
CA,VENTURA,2009-07-17 00:00:00,76,9.31
CA,VENTURA,2009-07-20 00:00:00,5,34623.0
CA,VENTURA,2009-07-24 00:00:00,18,18900.0
CA,VENTURA,2009-07-27 00:00:00,30,53820.0
CA,VENTURA,2009-07-29 00:00:00,1,206.35
CA,VENTURA,2009-08-02 00:00:00,1,49740.81
CA,VENTURA,2009-08-05 00:00:00,10,15052.0
CA,VENTURA,2009-08-10 00:00:00,48,779.14
CA,VENTURA,2009-08-11 00:00:00,54,3425.97
CA,VENTURA,2009-08-12 00:00:00,1,6655.86
CA,VENTURA,2009-08-13 00:00:00,5,7624.0
CA,VENTURA,2009-08-24 00:00:00,1,23000.0
CA,VENTURA,2009-08-27 00:00:00,7,9079.7
CA,VENTURA,2009-09-01 00:00:00,87,359.0
CA,VENTURA,2009-09-03 00:00:00,4,673.58
CA,VENTURA,2009-09-10 00:00:00,322,10554.67
CA,VENTURA,2009-09-14 00:00:00,712,238.85000000000002
CA,VENTURA,2009-09-23 00:00:00,14,609.38
CA,VENTURA,2009-09-24 00:00:00,4,8273.03
CA,VENTURA,2009-09-30 00:00:00,7,7685.93
CA,VENTURA,2009-10-02 00:00:00,1,1005.55
CA,VENTURA,2009-10-05 00:00:00,61,31991.0
CA,VENTURA,2009-10-06 00:00:00,62,1242.01
CA,VENTURA,2009-10-07 00:00:00,12,14648.05
CA,VENTURA,2009-10-08 00:00:00,15,242.93
CA,VENTURA,2009-10-09 00:00:00,25,769.83
CA,VENTURA,2009-10-15 00:00:00,12,49320.0
CA,VENTURA,2009-10-21 00:00:00,1,278.05
CA,VENTURA,2009-10-27 00:00:00,2,809.0
CA,VENTURA,2009-11-04 00:00:00,5,683.0
CA,VENTURA,2009-11-05 00:00:00,2,34172.0
CA,VENTURA,2009-11-06 00:00:00,331,46.410000000000004
CA,VENTURA,2009-11-11 00:00:00,47,25677.83
CA,VENTURA,2009-11-20 00:00:00,1,0.0
CA,VENTURA,2009-11-21 00:00:00,100,9.31
CA,VENTURA,2009-11-25 00:00:00,28,877.7
CA,VENTURA,2009-11-26 00:00:00,17,421.53
CA,VENTURA,2009-11-27 00:00:00,1,284.0
CA,VENTURA,2009-12-02 00:00:00,17,9.31
CA,VENTURA,2009-12-03 00:00:00,10,183.82
CA,VENTURA,2009-12-12 00:00:00,5,1143.13
CA,VENTURA,2009-12-16 00:00:00,122,3285.08
CA,VENTURA,2009-12-22 00:00:00,15,1213.21
CA,VENTURA,2009-12-23 00:00:00,11,1520.0
CA,VENTURA,2010-01-05 00:00:00,4,2353.55
CA,VENTURA,2010-01-11 00:00:00,30,29262.71
CA,VENTURA,2010-01-12 00:00:00,13,261.0
CA,VENTURA,2010-01-16 00:00:00,35,1840.0
CA,VENTURA,2010-01-21 00:00:00,9,301.82
CA,VENTURA,2010-01-23 00:00:00,35,929.0
CA,VENTURA,2010-01-27 00:00:00,25,96.1
CA,VENTURA,2010-01-28 00:00:00,39,418.18999999999994
CA,VENTURA,2010-02-08 00:00:00,19,432.88
CA,VENTURA,2010-02-11 00:00:00,58,2681.83
CA,VENTURA,2010-03-02 00:00:00,8,2267.84
CA,VENTURA,2010-03-17 00:00:00,241,215.74
CA,VENTURA,2010-03-20 00:00:00,50,215.74
CA,VENTURA,2010-03-23 00:00:00,15,66.14
CA,VENTURA,2010-03-25 00:00:00,12,3691.0
CA,VENTURA,2010-03-26 00:00:00,71,328.0
CA,VENTURA,2010-03-29 00:00:00,25,51.53
CA,VENTURA,2010-03-30 00:00:00,59,689894.2799999999
CA,VENTURA,2010-03-31 00:00:00,7,79.61
CA,VENTURA,2010-04-02 00:00:00,131,692282.8899999999
CA,VENTURA,2010-04-06 00:00:00,151,23.73
CA,VENTURA,2010-04-07 00:00:00,59,102.4
CA,VENTURA,2010-04-10 00:00:00,240,215.74
CA,VENTURA,2010-04-12 00:00:00,106,107.87
CA,VENTURA,2010-04-17 00:00:00,40,1436.0700000000002
CA,VENTURA,2010-04-26 00:00:00,72,0.0
CA,VENTURA,2010-04-28 00:00:00,5,6624.96
CA,VENTURA,2010-05-12 00:00:00,3,552.84
CA,VENTURA,2010-05-13 00:00:00,6,511.44
CA,VENTURA,2010-05-14 00:00:00,6,444.28
CA,VENTURA,2010-05-24 00:00:00,2,35000.0
CA,VENTURA,2010-05-25 00:00:00,15,521.0
CA,VENTURA,2010-05-26 00:00:00,12,7490.1
CA,VENTURA,2010-05-27 00:00:00,38,1084.26
CA,VENTURA,2010-06-04 00:00:00,37,966.11
CA,VENTURA,2010-06-05 00:00:00,49,27683.5
CA,VENTURA,2010-06-14 00:00:00,1,3702.58
CA,VENTURA,2010-06-19 00:00:00,4,24.69
CA,VENTURA,2010-06-24 00:00:00,4,6480.0
CA,VENTURA,2010-06-25 00:00:00,4,6480.0
CA,VENTURA,2010-06-28 00:00:00,10,121.65
CA,VENTURA,2010-07-01 00:00:00,10,551.68
CA,VENTURA,2010-07-10 00:00:00,100,10.42
CA,VENTURA,2010-07-13 00:00:00,39,4856.07
CA,VENTURA,2010-07-15 00:00:00,1,39483.0
CA,VENTURA,2010-07-18 00:00:00,3,228.2
CA,VENTURA,2010-07-24 00:00:00,113,631.78
CA,VENTURA,2010-07-25 00:00:00,60,756.26
CA,VENTURA,2010-07-26 00:00:00,25,15.47
CA,VENTURA,2010-07-28 00:00:00,5,2524.0
CA,VENTURA,2010-08-04 00:00:00,8,6582.0
CA,VENTURA,2010-08-07 00:00:00,206,8.14
CA,VENTURA,2010-08-10 00:00:00,8,8535.44
CA,VENTURA,2010-08-16 00:00:00,1,13630.0
CA,VENTURA,2010-08-17 00:00:00,29,6089.67
CA,VENTURA,2010-08-19 00:00:00,187,5960.47
CA,VENTURA,2010-08-20 00:00:00,1,395.41
CA,VENTURA,2010-08-26 00:00:00,54,19959.4
CA,VENTURA,2010-08-28 00:00:00,3,13169.68
CA,VENTURA,2010-08-29 00:00:00,12,0.9
CA,VENTURA,2010-08-31 00:00:00,8,889.66
CA,VENTURA,2010-09-03 00:00:00,2,161.97
CA,VENTURA,2010-09-16 00:00:00,9,412.74
CA,VENTURA,2010-09-17 00:00:00,10,3745.05
CA,VENTURA,2010-09-20 00:00:00,4,15040.68
CA,VENTURA,2010-09-22 00:00:00,5,9964.0
CA,VENTURA,2010-09-23 00:00:00,1,17383.7
CA,VENTURA,2010-09-25 00:00:00,8,76.79
CA,VENTURA,2010-09-28 00:00:00,52,13047.86
CA,VENTURA,2010-10-04 00:00:00,9,3001.23
CA,VENTURA,2010-10-09 00:00:00,15,777.0
CA,VENTURA,2010-10-11 00:00:00,4,392.42
CA,VENTURA,2010-10-12 00:00:00,3,12900.0
CA,VENTURA,2010-10-21 00:00:00,8,8438.230000000001
CA,VENTURA,2010-10-25 00:00:00,2,9425.0
CA,VENTURA,2010-10-30 00:00:00,3,6120.0
CA,VENTURA,2010-11-01 00:00:00,128,328.0
CA,VENTURA,2010-11-02 00:00:00,2,12896.23
CA,VENTURA,2010-11-03 00:00:00,1,102.94
CA,VENTURA,2010-11-06 00:00:00,221,3110.1700000000005
CA,VENTURA,2010-11-09 00:00:00,35,397.23
CA,VENTURA,2010-11-12 00:00:00,15,1213.1
CA,VENTURA,2010-11-14 00:00:00,3,0.0
CA,VENTURA,2010-11-16 00:00:00,1,20.3
CA,VENTURA,2010-11-17 00:00:00,2,7156.0
CA,VENTURA,2010-11-22 00:00:00,55,766.6099999999999
CA,VENTURA,2010-11-27 00:00:00,150,2211.8599999999997
CA,VENTURA,2010-11-30 00:00:00,16,112.8
CA,VENTURA,2010-12-01 00:00:00,28,61.26
CA,VENTURA,2010-12-03 00:00:00,261,8240.88
CA,VENTURA,2010-12-04 00:00:00,83,3896.92
CA,VENTURA,2010-12-07 00:00:00,9,96.23
CA,VENTURA,2010-12-08 00:00:00,1,13.42
CA,VENTURA,2010-12-09 00:00:00,11,207926.55
CA,VENTURA,2010-12-11 00:00:00,449,3310.99
CA,VENTURA,2010-12-16 00:00:00,10,59.94
CA,VENTURA,2010-12-18 00:00:00,9,451.37
CA,VENTURA,2010-12-25 00:00:00,32,62.46
CA,VENTURA,2010-12-28 00:00:00,1,80000.0
CA,VENTURA,2011-01-01 00:00:00,51,5186.28
CA,VENTURA,2011-01-05 00:00:00,71,213590.0
CA,VENTURA,2011-01-07 00:00:00,2,100.0
CA,VENTURA,2011-01-08 00:00:00,3,6436.49
CA,VENTURA,2011-01-12 00:00:00,46,3123.49
CA,VENTURA,2011-01-17 00:00:00,39,51033.479999999996
CA,VENTURA,2011-01-18 00:00:00,3,281.32
CA,VENTURA,2011-01-19 00:00:00,21,0.0
CA,VENTURA,2011-01-20 00:00:00,30,60.0
CA,VENTURA,2011-01-29 00:00:00,8,12076.98
CA,VENTURA,2011-01-31 00:00:00,21,28240.96
CA,VENTURA,2011-02-02 00:00:00,2,11012.99
CA,VENTURA,2011-02-03 00:00:00,2,20488.0
CA,VENTURA,2011-02-04 00:00:00,3,183.0
CA,VENTURA,2011-02-05 00:00:00,18,96.23
CA,VENTURA,2011-02-09 00:00:00,2,9379.0
CA,VENTURA,2011-02-13 00:00:00,4,14040.050000000001
CA,VENTURA,2011-02-16 00:00:00,1,3920.0
CA,VENTURA,2011-02-18 00:00:00,2,28982.0
CA,VENTURA,2011-02-21 00:00:00,204,16817.97
CA,VENTURA,2011-02-23 00:00:00,2,113.24
CA,VENTURA,2011-02-25 00:00:00,5,502.0
CA,VENTURA,2011-02-26 00:00:00,15,1618.05
CA,VENTURA,2011-03-03 00:00:00,1,502.0
CA,VENTURA,2011-03-11 00:00:00,8,929.1
CA,VENTURA,2011-03-15 00:00:00,18,656.0
CA,VENTURA,2011-03-19 00:00:00,50,162.16000000000003
CA,VENTURA,2011-03-25 00:00:00,46,25046.3
CA,VENTURA,2011-03-26 00:00:00,72,116484.1
CA,VENTURA,2011-03-29 00:00:00,7,538.13
CA,VENTURA,2011-03-31 00:00:00,4,0.0
CA,VENTURA,2011-04-02 00:00:00,12,199.82
CA,VENTURA,2011-04-03 00:00:00,206,1388.83
CA,VENTURA,2011-04-04 00:00:00,7,1357.02
CA,VENTURA,2011-04-06 00:00:00,1,5943.0
CA,VENTURA,2011-04-07 00:00:00,2,0.0
CA,VENTURA,2011-04-11 00:00:00,6,8607.39
CA,VENTURA,2011-04-14 00:00:00,8,1614.3899999999999
CA,VENTURA,2011-04-15 00:00:00,51,929.1
CA,VENTURA,2011-04-16 00:00:00,1,8698.97
CA,VENTURA,2011-04-17 00:00:00,2,18281.0
CA,VENTURA,2011-04-20 00:00:00,1,2405.42
CA,VENTURA,2011-04-23 00:00:00,105,8225.29
CA,VENTURA,2011-04-25 00:00:00,2,645.92
CA,VENTURA,2011-05-02 00:00:00,2,25513.0
CA,VENTURA,2011-05-11 00:00:00,25,36.03
CA,VENTURA,2011-05-21 00:00:00,11,5061.03
CA,VENTURA,2011-05-26 00:00:00,5,99.53999999999999
CA,VENTURA,2011-06-24 00:00:00,10,6692.06
CA,VENTURA,2011-07-14 00:00:00,20,157.0
CA,VENTURA,2011-07-16 00:00:00,300,58.03
CA,VENTURA,2011-07-20 00:00:00,1,5715.46
CA,VENTURA,2011-07-25 00:00:00,9,39.47
CA,VENTURA,2011-07-30 00:00:00,6,813.4499999999999
CA,VENTURA,2011-08-04 00:00:00,2,604.0
CA,VENTURA,2011-08-11 00:00:00,3,71400.0
CA,VENTURA,2011-08-12 00:00:00,2,123231.0
CA,VENTURA,2011-08-24 00:00:00,68,16114.13
CA,VENTURA,2011-08-27 00:00:00,1,2174.0
CA,VENTURA,2011-08-29 00:00:00,5,210.0
CA,VENTURA,2011-09-01 00:00:00,10,500.0
CA,VENTURA,2011-09-08 00:00:00,1,642.43
CA,VENTURA,2011-09-13 00:00:00,2,395.41
CA,VENTURA,2011-09-20 00:00:00,9,0.0
CA,VENTURA,2011-09-22 00:00:00,5,4363.7
CA,VENTURA,2011-09-26 00:00:00,1,25043.0
CA,VENTURA,2011-09-28 00:00:00,1,72953.0
CA,VENTURA,2011-10-04 00:00:00,29,560.86
CA,VENTURA,2011-10-06 00:00:00,2,1123.63
CA,VENTURA,2011-10-17 00:00:00,1,19385.0
CA,VENTURA,2011-10-21 00:00:00,3,0.0
CA,VENTURA,2011-10-24 00:00:00,1,10915.0
CA,VENTURA,2011-11-08 00:00:00,7,4791.05
CA,VENTURA,2011-11-14 00:00:00,2,40.74
CA,VENTURA,2011-11-17 00:00:00,37,538.13
CA,VENTURA,2011-11-22 00:00:00,11,2761.08
CA,VENTURA,2011-12-03 00:00:00,33,238.32
CA,VENTURA,2011-12-05 00:00:00,3,301.82
CA,VENTURA,2011-12-10 00:00:00,335,323.61
CA,VENTURA,2011-12-12 00:00:00,2,301.82
CA,VENTURA,2011-12-13 00:00:00,200,31.05
CA,VENTURA,2011-12-19 00:00:00,30,4268.85
CA,VENTURA,2011-12-24 00:00:00,31,5.56
CA,VENTURA,2011-12-31 00:00:00,147,9.51
CA,VENTURA,2012-01-03 00:00:00,20,18214.03
CA,VENTURA,2012-01-04 00:00:00,6,5500.0
CA,VENTURA,2012-01-05 00:00:00,1,42052.0
CA,VENTURA,2012-01-07 00:00:00,6,7863.87
CA,VENTURA,2012-01-12 00:00:00,215,30044.54
CA,VENTURA,2012-01-13 00:00:00,2,17549.0
CA,VENTURA,2012-01-17 00:00:00,28,9379.0
CA,VENTURA,2012-01-19 00:00:00,2,118250.0
CA,VENTURA,2012-01-21 00:00:00,38,13134.02
CA,VENTURA,2012-01-25 00:00:00,60,929.1
CA,VENTURA,2012-01-28 00:00:00,20,255.28
CA,VENTURA,2012-01-30 00:00:00,55,3337.91
CA,VENTURA,2012-01-31 00:00:00,44,17.89
CA,VENTURA,2012-02-01 00:00:00,47,34318.17
CA,VENTURA,2012-02-02 00:00:00,22,288.0
CA,VENTURA,2012-02-03 00:00:00,151,5199.05
CA,VENTURA,2012-02-10 00:00:00,45,264125.0
CA,VENTURA,2012-02-13 00:00:00,100,29692.59
CA,VENTURA,2012-02-15 00:00:00,103,12789.79
CA,VENTURA,2012-02-17 00:00:00,320,88.07000000000001
CA,VENTURA,2012-02-20 00:00:00,15,27796.52
CA,VENTURA,2012-02-21 00:00:00,1997,61981.28
CA,VENTURA,2012-02-22 00:00:00,3,261.26
CA,VENTURA,2012-02-23 00:00:00,20,1803.06
CA,VENTURA,2012-02-24 00:00:00,7,36.89
CA,VENTURA,2012-03-02 00:00:00,9214,14908.87
CA,VENTURA,2012-03-04 00:00:00,12,0.0
CA,VENTURA,2012-03-07 00:00:00,140,1487.67
CA,VENTURA,2012-03-08 00:00:00,21,2083.34
CA,VENTURA,2012-03-10 00:00:00,2,7000.0
CA,VENTURA,2012-03-15 00:00:00,27,1243.69
CA,VENTURA,2012-03-19 00:00:00,21,3444.87
CA,VENTURA,2012-03-20 00:00:00,27,4010.87
CA,VENTURA,2012-03-21 00:00:00,294,22027.69
CA,VENTURA,2012-03-28 00:00:00,10,400.21
CA,VENTURA,2012-04-02 00:00:00,31,39.47
CA,VENTURA,2012-04-04 00:00:00,4,31.87
CA,VENTURA,2012-04-10 00:00:00,30,1810.23
CA,VENTURA,2012-04-16 00:00:00,56,901.34
CA,VENTURA,2012-04-19 00:00:00,2,726.64
CA,VENTURA,2012-04-25 00:00:00,1220,8423.06
CA,VENTURA,2012-04-26 00:00:00,48,13.82
CA,VENTURA,2012-04-28 00:00:00,50,134.74
CA,VENTURA,2012-04-30 00:00:00,41,6702.0
CA,VENTURA,2012-05-02 00:00:00,23,502.70000000000005
CA,VENTURA,2012-05-03 00:00:00,32,16033.38
CA,VENTURA,2012-05-04 00:00:00,35,2234.0
CA,VENTURA,2012-05-08 00:00:00,51,1788.94
CA,VENTURA,2012-05-09 00:00:00,20,3453.08
CA,VENTURA,2012-05-12 00:00:00,1,895.0
CA,VENTURA,2012-05-16 00:00:00,10,406.55
CA,VENTURA,2012-05-21 00:00:00,76,141.4
CA,VENTURA,2012-05-22 00:00:00,64,456.01
CA,VENTURA,2012-05-24 00:00:00,43,14538.359999999999
CA,VENTURA,2012-05-26 00:00:00,1,34700.0
CA,VENTURA,2012-05-31 00:00:00,14,120.0
CA,VENTURA,2012-06-04 00:00:00,35,8704.5
CA,VENTURA,2012-06-06 00:00:00,50,27.64
CA,VENTURA,2012-06-09 00:00:00,18,2288.9
CA,VENTURA,2012-06-11 00:00:00,17,1000.0
CA,VENTURA,2012-06-12 00:00:00,10,14.23
CA,VENTURA,2012-06-14 00:00:00,1093,629.45
CA,VENTURA,2012-06-15 00:00:00,11,50.0
CA,VENTURA,2012-06-18 00:00:00,131,205.34
CA,VENTURA,2012-06-19 00:00:00,53,315.93
CA,VENTURA,2012-06-20 00:00:00,322,58077.719999999994
CA,VENTURA,2012-06-21 00:00:00,12,12121.76
CA,VENTURA,2012-06-22 00:00:00,104,4211.58
CA,VENTURA,2012-06-23 00:00:00,4,61.26
CA,VENTURA,2012-06-26 00:00:00,6,9.4
CA,VENTURA,2012-06-29 00:00:00,14,4191.0
CA,VENTURA,2012-06-30 00:00:00,165,57635.39
CA,VENTURA,2012-07-07 00:00:00,178,43.870000000000005
CA,VENTURA,2012-07-14 00:00:00,33,7208.68
CA,VENTURA,2012-07-19 00:00:00,6,1789.97
CA,VENTURA,2012-07-21 00:00:00,45,30291.67
CA,VENTURA,2012-07-23 00:00:00,163,31874.98
CA,VENTURA,2012-07-24 00:00:00,1,96.8
CA,VENTURA,2012-07-25 00:00:00,7,544.66
CA,VENTURA,2012-07-28 00:00:00,771,26321.4
CA,VENTURA,2012-07-30 00:00:00,7,100.37
CA,VENTURA,2012-07-31 00:00:00,1140,273874.27
CA,VENTURA,2012-08-02 00:00:00,771,9321.56
CA,VENTURA,2012-08-04 00:00:00,51,268.58
CA,VENTURA,2012-08-06 00:00:00,176,31934.53
CA,VENTURA,2012-08-07 00:00:00,8,1413.3400000000001
CA,VENTURA,2012-08-10 00:00:00,9,1480.6
CA,VENTURA,2012-08-11 00:00:00,20,20.33
CA,VENTURA,2012-08-13 00:00:00,17,1902.23
CA,VENTURA,2012-08-14 00:00:00,1602,61.78999999999999
CA,VENTURA,2012-08-18 00:00:00,316,238.26
CA,VENTURA,2012-08-23 00:00:00,570,209.49
CA,VENTURA,2012-08-24 00:00:00,201,9112.11
CA,VENTURA,2012-09-06 00:00:00,14,7474.0
CA,VENTURA,2012-09-12 00:00:00,1,10000.0
CA,VENTURA,2012-09-19 00:00:00,1,922704.0
CA,VENTURA,2012-10-10 00:00:00,454,22122.05
CA,VENTURA,2012-10-26 00:00:00,86,11848.88
CA,VENTURA,2012-10-30 00:00:00,172,0.0
CA,VENTURA,2012-10-31 00:00:00,27,42.26
CA,VENTURA,2012-11-05 00:00:00,3,0.0
CA,VENTURA,2012-11-07 00:00:00,23,42.26
CA,VENTURA,2012-11-09 00:00:00,10,41416.23
CA,VENTURA,2012-11-15 00:00:00,20,6.21
CA,VENTURA,2012-11-16 00:00:00,56,264.96999999999997
CA,VENTURA,2012-11-18 00:00:00,150,20.95
CA,VENTURA,2012-11-19 00:00:00,321,706.0
CA,VENTURA,2012-11-21 00:00:00,178,15752.43
CA,VENTURA,2012-11-23 00:00:00,6,34.12
CA,VENTURA,2012-11-24 00:00:00,269,35702.04
CA,VENTURA,2012-11-27 00:00:00,2,59.58
CA,VENTURA,2012-11-29 00:00:00,164,1534.98
CA,VENTURA,2012-12-06 00:00:00,77,39705.229999999996
CA,VENTURA,2012-12-07 00:00:00,18,6.21
CA,VENTURA,2012-12-18 00:00:00,55,30617.350000000002
CA,VENTURA,2012-12-19 00:00:00,1,2608.0
CA,VENTURA,2013-01-03 00:00:00,467,5925.91
CA,VENTURA,2013-01-05 00:00:00,125,88.83
CA,VENTURA,2013-01-07 00:00:00,109,166.31
CA,VENTURA,2013-01-08 00:00:00,135,735.26
CA,VENTURA,2013-01-12 00:00:00,252,4472.46
CA,VENTURA,2013-01-13 00:00:00,23,1027.11
CA,VENTURA,2013-01-24 00:00:00,11,105658.62999999999
CA,VENTURA,2013-01-25 00:00:00,600,1793.42
CA,VENTURA,2013-01-28 00:00:00,3,111.16
CA,VENTURA,2013-01-31 00:00:00,72,41945.52
CA,VENTURA,2013-02-01 00:00:00,4,46.76
CA,VENTURA,2013-02-05 00:00:00,10,92.9
CA,VENTURA,2013-02-08 00:00:00,21,1256.38
CA,VENTURA,2013-02-12 00:00:00,20,92.9
CA,VENTURA,2013-02-14 00:00:00,18,29051.97
CA,VENTURA,2013-02-17 00:00:00,5,73.95
CA,VENTURA,2013-02-19 00:00:00,158,197.1
CA,VENTURA,2013-02-27 00:00:00,31,0.0
CA,VENTURA,2013-02-28 00:00:00,28,15396.24
CA,VENTURA,2013-03-05 00:00:00,340,112232.20999999999
CA,VENTURA,2013-03-13 00:00:00,9,412.81
CA,VENTURA,2013-03-14 00:00:00,1,1500.0
CA,VENTURA,2013-03-18 00:00:00,29,9862.79
CA,VENTURA,2013-03-20 00:00:00,101,20011.7
CA,VENTURA,2013-03-22 00:00:00,17,12.85
CA,VENTURA,2013-03-28 00:00:00,102,1848.0
CA,VENTURA,2013-04-09 00:00:00,1,2261.21
CA,VENTURA,2013-04-11 00:00:00,89,5668.18
CA,VENTURA,2013-04-12 00:00:00,89,4952.87
CA,VENTURA,2013-04-13 00:00:00,100,24.03
CA,VENTURA,2013-04-17 00:00:00,12,7.4
CA,VENTURA,2013-04-18 00:00:00,1459,5043.21
CA,VENTURA,2013-04-23 00:00:00,4,940.3499999999999
CA,VENTURA,2013-04-25 00:00:00,295,761.75
CA,VENTURA,2013-04-27 00:00:00,18,4975.16
CA,VENTURA,2013-05-05 00:00:00,70,2166.94
CA,VENTURA,2013-05-08 00:00:00,49,13.51
CA,VENTURA,2013-05-10 00:00:00,14,0.0
CA,VENTURA,2013-05-14 00:00:00,30,542.09
CA,VENTURA,2013-05-17 00:00:00,30,13.95
CA,VENTURA,2013-05-20 00:00:00,117,352.7
CA,VENTURA,2013-05-21 00:00:00,20,96.85
CA,VENTURA,2013-05-29 00:00:00,140,4.23
CA,VENTURA,2013-06-05 00:00:00,6302,1456.88
CA,VENTURA,2013-06-11 00:00:00,59,651.53
CA,VENTURA,2013-06-13 00:00:00,768,1771.75
CA,VENTURA,2013-06-14 00:00:00,3,10432.0
CA,VENTURA,2013-06-17 00:00:00,400,6.66
CA,VENTURA,2013-06-18 00:00:00,192,3322.73
CA,VENTURA,2013-07-11 00:00:00,6,1833.0
CA,VENTURA,2013-07-12 00:00:00,7,327.32
CA,VENTURA,2013-07-15 00:00:00,37,5278.68
CA,VENTURA,2013-07-17 00:00:00,16,482.66
CA,VENTURA,2013-07-18 00:00:00,20,47.97
CA,VENTURA,2013-07-23 00:00:00,1,3125.69
CA,VENTURA,2013-07-25 00:00:00,34,43.37
CA,VENTURA,2013-07-26 00:00:00,60,43.37
CA,VENTURA,2013-07-30 00:00:00,25,474.39
CA,VENTURA,2013-07-31 00:00:00,25,12.03
CA,VENTURA,2013-08-15 00:00:00,10,34.14
CA,VENTURA,2013-08-20 00:00:00,119,4875.959999999999
CA,VENTURA,2013-08-21 00:00:00,11,0.0
CA,VENTURA,2013-08-22 00:00:00,186,10295.32
CA,VENTURA,2013-09-04 00:00:00,2,865.32
CA,VENTURA,2013-09-10 00:00:00,1,107.06
CA,VENTURA,2013-09-11 00:00:00,34,328.0
CA,VENTURA,2013-09-18 00:00:00,75,14644.75
CA,VENTURA,2013-09-19 00:00:00,149,109.91
CA,VENTURA,2013-09-20 00:00:00,10,188406.84
CA,VENTURA,2013-10-02 00:00:00,91229,7745.84
CA,VENTURA,2013-10-03 00:00:00,66,8512.960000000001
CA,VENTURA,2013-10-07 00:00:00,2,8013.52
CA,VENTURA,2013-11-12 00:00:00,200,4791.0
CA,VENTURA,2013-11-13 00:00:00,1,687181.0
CA,VENTURA,2013-11-25 00:00:00,1,1363.0
CA,VENTURA,2013-11-27 00:00:00,4,0.0
CA,VENTURA,2013-12-03 00:00:00,65,5737.530000000001
CA,VENTURA,2013-12-06 00:00:00,27,129.1
CA,VENTURA,2013-12-10 00:00:00,30,6000.0
CA,VENTURA,2014-01-17 00:00:00,24,4861.6900000000005
CA,VENTURA,2014-01-18 00:00:00,34,3.39
CA,VENTURA,2014-01-21 00:00:00,7,3760.17
CA,VENTURA,2014-01-22 00:00:00,88,825.46
CA,VENTURA,2014-01-24 00:00:00,16,417.79
CA,VENTURA,2014-01-27 00:00:00,2,2623.73
CA,VENTURA,2014-01-29 00:00:00,6,151.73
CA,VENTURA,2014-01-31 00:00:00,28,2425.5
CA,VENTURA,2014-02-04 00:00:00,95,1951.0900000000001
CA,VENTURA,2014-02-11 00:00:00,37,340.0
CA,VENTURA,2014-02-13 00:00:00,216,261.23
CA,VENTURA,2014-02-18 00:00:00,63,328.0
CA,VENTURA,2014-03-06 00:00:00,49,1099.3999999999999
CA,VENTURA,2014-03-07 00:00:00,103,313007.54000000004
CA,VENTURA,2014-03-11 00:00:00,453,6.86
CA,VENTURA,2014-03-12 00:00:00,3,34146.0
CA,VENTURA,2014-03-13 00:00:00,121,1205.41
CA,VENTURA,2014-03-14 00:00:00,9,165.12
CA,VENTURA,2014-03-17 00:00:00,100,0.17
CA,VENTURA,2014-03-20 00:00:00,553,67.64999999999999
CA,VENTURA,2014-03-21 00:00:00,30,67.3
CA,VENTURA,2014-03-27 00:00:00,16,4243.46
CA,VENTURA,2014-04-01 00:00:00,2,853.05
CA,VENTURA,2014-04-02 00:00:00,6,3198.13
CA,VENTURA,2014-04-11 00:00:00,20,10.17
CA,VENTURA,2014-04-20 00:00:00,5,538.0
CA,VENTURA,2014-04-21 00:00:00,78,2473.14
CA,YOLO,2006-03-17 00:00:00,111,55389.0
CA,YOLO,2006-06-13 00:00:00,257,128243.0
CA,YOLO,2006-12-26 00:00:00,11,5489.0
CA,YOLO,2007-07-05 00:00:00,1,65070.0
CA,YOLO,2007-11-26 00:00:00,35,17465.0
CA,YOLO,2008-02-29 00:00:00,15,4958.0
CA,YOLO,2008-03-13 00:00:00,4,552.0
CA,YOLO,2008-09-02 00:00:00,13,6487.0
