State,County,Ship Date,Mil Equip Quantity,Total Mil Cost
AK,ANCHORAGE,2009-12-04 00:00:00,5,225.23
AK,ANCHORAGE,2011-12-16 00:00:00,1,460000.0
AK,ANCHORAGE,2012-08-30 00:00:00,123,61377.0
AK,ANCHORAGE,2014-02-25 00:00:00,1,0.0
AK,FAIRBANKS NORTH STAR,2006-05-19 00:00:00,15,7485.0
AK,JUNEAU,2006-05-19 00:00:00,14,5542.0
AK,KETCHIKAN GATEWAY,2006-05-19 00:00:00,4,1996.0
AK,KODIAK ISLAND,2006-05-19 00:00:00,5,690.0
AK,MATANUSKA SUSITNA,2007-05-07 00:00:00,4,552.0
AL,AUTAUGA,2006-11-06 00:00:00,4,1996.0
AL,AUTAUGA,2013-10-01 00:00:00,1,60409.0
AL,AUTAUGA,2013-12-17 00:00:00,1,39158.0
AL,AUTAUGA,2014-02-13 00:00:00,1,59562.0
AL,BALDWIN,2006-04-26 00:00:00,4,1996.0
AL,BALDWIN,2006-11-13 00:00:00,2,998.0
AL,BALDWIN,2006-11-16 00:00:00,10,1380.0
AL,BALDWIN,2007-09-05 00:00:00,7,966.0
AL,BALDWIN,2009-02-26 00:00:00,9,1080.0
AL,BALDWIN,2010-01-29 00:00:00,1,4994.0
AL,BALDWIN,2010-03-10 00:00:00,7,25046.0
AL,BALDWIN,2010-05-01 00:00:00,7,2136.0
AL,BALDWIN,2010-05-05 00:00:00,4,912.86
AL,BALDWIN,2011-03-11 00:00:00,25,3000.0
AL,BALDWIN,2012-04-18 00:00:00,1,25000.0
AL,BALDWIN,2013-12-19 00:00:00,1,60409.0
AL,BALDWIN,2013-12-20 00:00:00,3,35622.0
AL,BALDWIN,2014-01-14 00:00:00,9,70280.0
AL,BARBOUR,2006-11-07 00:00:00,10,4990.0
AL,BARBOUR,2012-02-15 00:00:00,1,4300.0
AL,BARBOUR,2012-05-17 00:00:00,2,69722.0
AL,BARBOUR,2012-06-01 00:00:00,1,25000.0
AL,BIBB,2006-11-06 00:00:00,4,1996.0
AL,BIBB,2006-11-07 00:00:00,4,1996.0
AL,BIBB,2007-05-25 00:00:00,6,21468.0
AL,BIBB,2007-09-05 00:00:00,2,276.0
AL,BIBB,2007-10-11 00:00:00,14,13311.72
AL,BLOUNT,2006-05-04 00:00:00,2,276.0
AL,BLOUNT,2006-11-06 00:00:00,2,998.0
AL,BLOUNT,2006-11-07 00:00:00,1,138.0
AL,BLOUNT,2012-02-16 00:00:00,2,50000.0
AL,BLOUNT,2012-02-27 00:00:00,1,25000.0
AL,BLOUNT,2012-03-01 00:00:00,4,100000.0
AL,BLOUNT,2012-03-17 00:00:00,1,15730.0
AL,BLOUNT,2012-03-28 00:00:00,1,25000.0
AL,BLOUNT,2012-03-30 00:00:00,4,826.0
AL,BLOUNT,2012-04-12 00:00:00,5,28250.0
AL,BLOUNT,2012-04-16 00:00:00,3,826.0
AL,BLOUNT,2012-04-18 00:00:00,1,47989.0
AL,BLOUNT,2012-05-03 00:00:00,60,25.69
AL,BLOUNT,2012-05-14 00:00:00,1,47989.0
AL,BLOUNT,2012-05-15 00:00:00,16,102.76
AL,BLOUNT,2012-07-13 00:00:00,1,6000.0
AL,BLOUNT,2013-10-07 00:00:00,1,412000.0
AL,BULLOCK,2013-04-02 00:00:00,1,25000.0
AL,BUTLER,2006-12-06 00:00:00,8,3992.0
AL,BUTLER,2011-10-20 00:00:00,1,47989.0
AL,BUTLER,2011-11-01 00:00:00,1,25000.0
AL,BUTLER,2012-01-18 00:00:00,1,44722.0
AL,BUTLER,2012-02-04 00:00:00,2,50000.0
AL,BUTLER,2012-02-07 00:00:00,1,25000.0
AL,BUTLER,2012-03-07 00:00:00,1,41253.0
AL,BUTLER,2012-04-16 00:00:00,1,25000.0
AL,BUTLER,2012-12-12 00:00:00,6,2994.0
AL,CALHOUN,2006-04-18 00:00:00,6,1911.0
AL,CALHOUN,2006-11-06 00:00:00,18,6816.0
AL,CALHOUN,2006-11-08 00:00:00,2,998.0
AL,CALHOUN,2008-05-28 00:00:00,10,1200.0
AL,CALHOUN,2008-10-14 00:00:00,4,1274.0
AL,CALHOUN,2010-11-02 00:00:00,7,2136.0
AL,CALHOUN,2011-02-01 00:00:00,35,4200.0
AL,CALHOUN,2011-02-09 00:00:00,1,47455.0
AL,CALHOUN,2011-03-11 00:00:00,53,25364.0
AL,CALHOUN,2011-04-02 00:00:00,1,10427.1
AL,CALHOUN,2011-04-25 00:00:00,10,1380.0
AL,CALHOUN,2011-04-26 00:00:00,42,5040.0
AL,CALHOUN,2011-04-28 00:00:00,1,25000.0
AL,CALHOUN,2011-07-07 00:00:00,1,25000.0
AL,CALHOUN,2011-07-15 00:00:00,1,54313.7
AL,CALHOUN,2011-07-21 00:00:00,1,35000.0
AL,CALHOUN,2011-07-30 00:00:00,3,8.98
AL,CALHOUN,2011-08-13 00:00:00,2,5372.56
AL,CALHOUN,2011-10-31 00:00:00,1,200000.0
AL,CALHOUN,2011-11-18 00:00:00,5,125000.0
AL,CALHOUN,2011-12-05 00:00:00,3,114242.0
AL,CALHOUN,2012-01-18 00:00:00,10,51500.0
AL,CALHOUN,2012-02-04 00:00:00,1,49740.81
AL,CALHOUN,2012-02-25 00:00:00,5,9800.0
AL,CALHOUN,2012-02-27 00:00:00,30,40.17
AL,CALHOUN,2012-04-23 00:00:00,9,7819.0
AL,CALHOUN,2012-05-14 00:00:00,2,25.69
AL,CALHOUN,2012-05-17 00:00:00,2,6392.0
AL,CALHOUN,2012-06-08 00:00:00,1,0.0
AL,CALHOUN,2012-07-03 00:00:00,10,95460.0
AL,CALHOUN,2012-07-17 00:00:00,1,193058.0
AL,CALHOUN,2012-07-27 00:00:00,1,44722.0
AL,CALHOUN,2012-08-17 00:00:00,1,25000.0
AL,CALHOUN,2012-08-29 00:00:00,2,95978.0
AL,CALHOUN,2013-01-02 00:00:00,1,25000.0
AL,CALHOUN,2013-01-03 00:00:00,11,2145.0
AL,CALHOUN,2013-01-10 00:00:00,3,585.0
AL,CALHOUN,2013-01-23 00:00:00,10,6392.0
AL,CALHOUN,2013-01-30 00:00:00,2,2593.01
AL,CALHOUN,2013-03-15 00:00:00,1,6392.0
AL,CALHOUN,2013-04-29 00:00:00,3,19362.0
AL,CALHOUN,2013-05-07 00:00:00,31,34.42
AL,CALHOUN,2013-06-19 00:00:00,52,25.69
AL,CALHOUN,2013-08-07 00:00:00,2,83774.0
AL,CALHOUN,2013-09-16 00:00:00,4,24000.0
AL,CALHOUN,2013-10-01 00:00:00,2,12000.0
AL,CALHOUN,2013-10-04 00:00:00,1,412000.0
AL,CALHOUN,2013-10-10 00:00:00,1,658000.0
AL,CALHOUN,2013-11-21 00:00:00,4,238248.0
AL,CALHOUN,2013-12-10 00:00:00,2,119124.0
AL,CALHOUN,2014-01-07 00:00:00,18,171828.0
AL,CHAMBERS,2006-05-24 00:00:00,12,5988.0
AL,CHAMBERS,2011-06-03 00:00:00,1,47455.0
AL,CHAMBERS,2012-08-10 00:00:00,2,25.69
AL,CHEROKEE,2011-08-12 00:00:00,1,25000.0
AL,CHEROKEE,2011-08-14 00:00:00,1,0.0
AL,CHEROKEE,2011-09-14 00:00:00,1,25000.0
AL,CHEROKEE,2011-09-29 00:00:00,1,47069.0
AL,CHEROKEE,2011-09-30 00:00:00,10,0.0
AL,CHEROKEE,2011-10-07 00:00:00,1,35000.0
AL,CHEROKEE,2011-10-13 00:00:00,1,44722.0
AL,CHEROKEE,2011-12-07 00:00:00,3,120978.0
AL,CHEROKEE,2012-01-30 00:00:00,1,25000.0
AL,CHEROKEE,2012-03-20 00:00:00,15,25.69
AL,CHEROKEE,2012-04-12 00:00:00,1,25000.0
AL,CHEROKEE,2012-05-14 00:00:00,4,1006.0
AL,CHEROKEE,2012-07-09 00:00:00,4,13571.95
AL,CHEROKEE,2012-08-23 00:00:00,3,1497.0
AL,CHEROKEE,2012-10-17 00:00:00,5,923.0
AL,CHEROKEE,2012-12-12 00:00:00,5,690.0
AL,CHEROKEE,2012-12-13 00:00:00,78,1388085.0
AL,CHEROKEE,2013-01-31 00:00:00,6,92500.0
AL,CHEROKEE,2013-02-07 00:00:00,15,5590.0
AL,CHEROKEE,2013-04-08 00:00:00,1,503.0
AL,CHEROKEE,2013-06-20 00:00:00,3,25.69
AL,CHILTON,2006-11-16 00:00:00,1,138.0
AL,CHILTON,2008-06-12 00:00:00,9,3047.0
AL,CHILTON,2008-10-03 00:00:00,1,200000.0
AL,CHILTON,2011-04-25 00:00:00,28,13972.0
AL,CHILTON,2012-02-15 00:00:00,1,25000.0
AL,CHILTON,2012-02-18 00:00:00,1,25000.0
AL,CHILTON,2012-03-11 00:00:00,10,27796.52
AL,CHILTON,2012-03-30 00:00:00,3,143967.0
AL,CHILTON,2012-05-02 00:00:00,2,95978.0
AL,CHILTON,2012-05-09 00:00:00,1,25000.0
AL,CHILTON,2012-06-29 00:00:00,2,50000.0
AL,CHILTON,2013-08-29 00:00:00,1,658000.0
AL,CHILTON,2013-09-06 00:00:00,1,412000.0
AL,CHILTON,2013-09-23 00:00:00,16,83280.0
AL,CHILTON,2013-10-07 00:00:00,1,60409.0
AL,CHOCTAW,2008-03-13 00:00:00,1,499.0
AL,CHOCTAW,2012-05-30 00:00:00,1,25000.0
AL,CHOCTAW,2012-06-05 00:00:00,2,50000.0
AL,CHOCTAW,2012-06-14 00:00:00,5,30000.0
AL,CHOCTAW,2013-02-15 00:00:00,8,3270.0
AL,CLARKE,2006-11-08 00:00:00,3,414.0
AL,CLARKE,2012-03-06 00:00:00,1,25000.0
AL,CLARKE,2012-04-09 00:00:00,1,44722.0
AL,CLARKE,2012-05-07 00:00:00,1,25000.0
AL,CLARKE,2012-05-17 00:00:00,5,141253.0
AL,CLARKE,2012-06-04 00:00:00,4,119722.0
AL,CLARKE,2012-07-03 00:00:00,1,44722.0
AL,CLARKE,2014-01-17 00:00:00,2,125330.0
AL,CLEBURNE,2006-05-24 00:00:00,2,998.0
AL,CLEBURNE,2006-11-07 00:00:00,2,276.0
AL,CLEBURNE,2012-03-27 00:00:00,9,4491.0
AL,CLEBURNE,2012-04-25 00:00:00,1,47989.0
AL,COFFEE,2006-10-04 00:00:00,1,190817.0
AL,COFFEE,2009-03-23 00:00:00,8,1032.0
AL,COFFEE,2011-09-28 00:00:00,2,50000.0
AL,COFFEE,2011-11-17 00:00:00,1,47989.0
AL,COFFEE,2012-10-03 00:00:00,8,960.0
AL,COLBERT,2010-12-29 00:00:00,29,14471.0
AL,COLBERT,2011-08-12 00:00:00,1,12550.25
AL,COLBERT,2011-09-03 00:00:00,7,812.86
AL,COLBERT,2011-09-23 00:00:00,1,47989.0
AL,COLBERT,2011-09-27 00:00:00,4,39.53
AL,COLBERT,2011-11-05 00:00:00,1,11014.43
AL,COLBERT,2011-11-18 00:00:00,24,8366.0
AL,COLBERT,2011-12-09 00:00:00,2,121132.0
AL,COLBERT,2011-12-28 00:00:00,8,224.28
AL,COLBERT,2012-02-11 00:00:00,2,25475.36
AL,COLBERT,2012-02-16 00:00:00,2,50000.0
AL,COLBERT,2012-02-27 00:00:00,1,25000.0
AL,COLBERT,2012-06-25 00:00:00,2,236.39
AL,COLBERT,2012-08-17 00:00:00,1,47989.0
AL,COLBERT,2012-08-20 00:00:00,1,47989.0
AL,CONECUH,2007-09-05 00:00:00,2,276.0
AL,COOSA,2012-02-09 00:00:00,1,25000.0
AL,COVINGTON,2006-11-06 00:00:00,5,2495.0
AL,COVINGTON,2010-08-24 00:00:00,1,193058.0
AL,COVINGTON,2011-03-23 00:00:00,1,25000.0
AL,COVINGTON,2011-05-16 00:00:00,9,5691.6
AL,COVINGTON,2011-12-06 00:00:00,2,50000.0
AL,COVINGTON,2013-01-17 00:00:00,2,386116.0
AL,COVINGTON,2013-04-25 00:00:00,2,50000.0
AL,COVINGTON,2013-06-04 00:00:00,1,25000.0
AL,COVINGTON,2013-10-02 00:00:00,18,79380.0
AL,CRENSHAW,2006-11-07 00:00:00,2,276.0
AL,CRENSHAW,2011-11-18 00:00:00,1,25000.0
AL,CULLMAN,2006-11-07 00:00:00,10,4268.0
AL,CULLMAN,2011-09-29 00:00:00,3,75000.0
AL,CULLMAN,2012-01-14 00:00:00,15,5680.0
AL,CULLMAN,2012-02-12 00:00:00,6,7473.0
AL,CULLMAN,2012-02-27 00:00:00,1,79167.0
AL,CULLMAN,2012-03-04 00:00:00,14,813.4499999999999
AL,CULLMAN,2012-03-20 00:00:00,2,111000.0
AL,CULLMAN,2012-04-02 00:00:00,2,2320.0
AL,CULLMAN,2012-04-03 00:00:00,20,120000.0
AL,CULLMAN,2012-04-09 00:00:00,1,25000.0
AL,CULLMAN,2012-04-10 00:00:00,2,111000.0
AL,CULLMAN,2012-04-16 00:00:00,1,47989.0
AL,CULLMAN,2012-04-26 00:00:00,25,25.69
AL,CULLMAN,2012-05-10 00:00:00,20,25.69
AL,CULLMAN,2012-05-17 00:00:00,1,25000.0
AL,CULLMAN,2013-03-12 00:00:00,16,72978.69
AL,CULLMAN,2013-05-10 00:00:00,1,244844.0
AL,CULLMAN,2013-07-08 00:00:00,6,456.43
AL,CULLMAN,2013-08-29 00:00:00,2,87430.0
AL,CULLMAN,2013-10-07 00:00:00,1,412000.0
AL,CULLMAN,2013-10-10 00:00:00,4,17640.0
AL,DALE,2006-04-12 00:00:00,6,2994.0
AL,DALE,2009-06-11 00:00:00,2,253330.0
AL,DALE,2010-10-28 00:00:00,5,600.0
AL,DALE,2011-03-28 00:00:00,2,66253.0
AL,DALE,2011-09-13 00:00:00,8,2586.46
AL,DALE,2011-09-16 00:00:00,3,94722.0
AL,DALE,2011-11-30 00:00:00,1,826.0
AL,DALE,2012-02-22 00:00:00,1,39158.0
AL,DALE,2013-06-06 00:00:00,20,214940.0
AL,DALLAS,2006-05-04 00:00:00,2,276.0
AL,DALLAS,2006-11-08 00:00:00,12,5988.0
AL,DALLAS,2012-12-05 00:00:00,27,3240.0
AL,DALLAS,2013-02-05 00:00:00,30,14970.0
AL,DALLAS,2013-11-18 00:00:00,1,39052.0
AL,DE KALB,2006-11-07 00:00:00,2,276.0
AL,DE KALB,2007-10-15 00:00:00,1,2350.0
AL,DE KALB,2007-10-24 00:00:00,2,6624.96
AL,DE KALB,2008-02-01 00:00:00,2,25619.93
AL,DE KALB,2012-06-21 00:00:00,2,50000.0
AL,DE KALB,2012-07-27 00:00:00,1,25000.0
AL,DE KALB,2012-08-02 00:00:00,1,25000.0
AL,DE KALB,2012-08-22 00:00:00,1,25000.0
AL,DE KALB,2013-11-05 00:00:00,1,44722.0
AL,DE KALB,2013-11-06 10:21:17,1,44722.0
AL,ELMORE,2006-10-02 00:00:00,6,720.0
AL,ELMORE,2007-09-05 00:00:00,2,276.0
AL,ELMORE,2008-11-25 00:00:00,8,708.5999999999999
AL,ELMORE,2009-03-23 00:00:00,1,244844.0
AL,ELMORE,2011-04-16 00:00:00,5,690.0
AL,ELMORE,2011-10-03 00:00:00,1,25000.0
AL,ELMORE,2012-07-27 00:00:00,3,120978.0
AL,ELMORE,2012-08-17 00:00:00,3,114444.0
AL,ESCAMBIA,2007-09-05 00:00:00,8,1104.0
AL,ESCAMBIA,2010-08-02 00:00:00,4,480.0
AL,ESCAMBIA,2012-05-19 00:00:00,1,13571.95
AL,ESCAMBIA,2012-06-07 00:00:00,3,16950.0
AL,ESCAMBIA,2012-06-29 00:00:00,1,25000.0
AL,ESCAMBIA,2012-07-14 00:00:00,1,13571.95
AL,ETOWAH,2006-05-24 00:00:00,12,1656.0
AL,ETOWAH,2006-06-02 00:00:00,1,190817.0
AL,ETOWAH,2006-10-25 00:00:00,1,190817.0
AL,ETOWAH,2006-11-07 00:00:00,26,11169.0
AL,ETOWAH,2006-11-08 00:00:00,2,998.0
AL,ETOWAH,2006-11-20 00:00:00,2,637.0
AL,ETOWAH,2009-03-04 00:00:00,8,960.0
AL,ETOWAH,2011-07-06 00:00:00,1,592911.0
AL,ETOWAH,2012-01-17 00:00:00,1,25000.0
AL,ETOWAH,2012-01-26 00:00:00,1,25000.0
AL,ETOWAH,2012-02-15 00:00:00,4,100000.0
AL,ETOWAH,2012-02-28 00:00:00,1,25000.0
AL,ETOWAH,2012-03-09 00:00:00,1,25000.0
AL,ETOWAH,2012-03-15 00:00:00,1,25000.0
AL,ETOWAH,2012-04-11 00:00:00,2,87430.0
AL,ETOWAH,2012-04-18 00:00:00,1,25000.0
AL,ETOWAH,2012-05-08 00:00:00,1,44722.0
AL,ETOWAH,2013-02-12 00:00:00,1,79188.0
AL,ETOWAH,2013-07-02 00:00:00,37,96003.69
AL,ETOWAH,2013-07-08 00:00:00,1,25000.0
AL,ETOWAH,2013-07-10 00:00:00,3,127228.0
AL,ETOWAH,2013-07-17 00:00:00,2,50000.0
AL,ETOWAH,2013-08-06 00:00:00,1,84297.0
AL,ETOWAH,2013-08-14 00:00:00,1,39441.0
AL,ETOWAH,2013-09-16 00:00:00,1,39441.0
AL,ETOWAH,2013-10-01 00:00:00,2,120818.0
AL,ETOWAH,2013-10-07 00:00:00,2,120818.0
AL,ETOWAH,2013-11-27 00:00:00,15,26.6
AL,ETOWAH,2013-12-10 00:00:00,8,38000.0
AL,FAYETTE,2006-11-06 00:00:00,2,998.0
AL,FRANKLIN,2006-11-14 00:00:00,4,1996.0
AL,FRANKLIN,2012-05-31 00:00:00,3,75000.0
AL,FRANKLIN,2012-06-02 00:00:00,5,442.0
AL,FRANKLIN,2012-06-11 00:00:00,50,25.69
AL,FRANKLIN,2012-06-13 00:00:00,2,94524.0
AL,FRANKLIN,2012-06-18 00:00:00,3,89052.0
AL,FRANKLIN,2012-07-02 00:00:00,2,117675.0
AL,GENEVA,2006-11-07 00:00:00,4,552.0
AL,GENEVA,2012-01-13 00:00:00,1,25000.0
AL,GENEVA,2012-01-18 00:00:00,1,25000.0
AL,GENEVA,2012-02-02 00:00:00,1,25000.0
AL,GENEVA,2012-04-12 00:00:00,2,50000.0
AL,HENRY,2010-10-29 00:00:00,4,516.0
AL,HENRY,2011-06-04 00:00:00,2,2142.37
AL,HENRY,2011-06-14 00:00:00,1,4370.57
AL,HENRY,2011-10-27 00:00:00,1,72953.0
AL,HENRY,2011-11-01 00:00:00,1,25000.0
AL,HENRY,2011-12-12 00:00:00,1,25000.0
AL,HENRY,2012-02-21 00:00:00,1,25000.0
AL,HENRY,2012-03-06 00:00:00,1,44722.0
AL,HENRY,2012-04-12 00:00:00,3,75000.0
AL,HENRY,2012-05-07 00:00:00,1,25000.0
AL,HENRY,2012-06-07 00:00:00,1,25000.0
AL,HOUSTON,2006-05-25 00:00:00,4,552.0
AL,HOUSTON,2006-08-31 00:00:00,11,1320.0
AL,HOUSTON,2006-11-07 00:00:00,26,12974.0
AL,HOUSTON,2006-11-13 00:00:00,4,1996.0
AL,HOUSTON,2006-11-16 00:00:00,1,138.0
AL,HOUSTON,2007-10-19 00:00:00,1,138.0
AL,HOUSTON,2011-03-21 00:00:00,2,66253.0
AL,HOUSTON,2013-10-07 00:00:00,1,44722.0
AL,HOUSTON,2013-11-13 00:00:00,6,26.65
AL,JACKSON,2006-11-08 00:00:00,4,552.0
AL,JACKSON,2007-01-23 00:00:00,4,1996.0
AL,JACKSON,2011-12-14 00:00:00,2,50000.0
AL,JACKSON,2012-01-14 00:00:00,2,998.0
AL,JEFFERSON,2006-05-04 00:00:00,5,690.0
AL,JEFFERSON,2006-05-24 00:00:00,8,3992.0
AL,JEFFERSON,2006-05-25 00:00:00,12,1656.0
AL,JEFFERSON,2006-11-07 00:00:00,18,5733.0
AL,JEFFERSON,2006-11-08 00:00:00,4,552.0
AL,JEFFERSON,2006-11-16 00:00:00,7,966.0
AL,JEFFERSON,2007-01-24 00:00:00,1,92290.0
AL,JEFFERSON,2007-09-05 00:00:00,10,1380.0
AL,JEFFERSON,2009-04-01 00:00:00,2,276.0
AL,JEFFERSON,2009-04-07 00:00:00,4,288.4
AL,JEFFERSON,2009-08-10 00:00:00,1,0.0
AL,JEFFERSON,2009-09-08 00:00:00,4,480.0
AL,JEFFERSON,2009-11-04 00:00:00,8,4272.0
AL,JEFFERSON,2009-11-13 00:00:00,13,442.0
AL,JEFFERSON,2010-01-23 00:00:00,9,16658.81
AL,JEFFERSON,2010-02-08 00:00:00,2,1881.0
AL,JEFFERSON,2010-03-09 00:00:00,2,2136.0
AL,JEFFERSON,2010-03-10 00:00:00,3,225.23
AL,JEFFERSON,2010-03-11 00:00:00,2,442.0
AL,JEFFERSON,2010-05-12 00:00:00,10,442.0
AL,JEFFERSON,2010-06-05 00:00:00,1,271.15
AL,JEFFERSON,2010-06-19 00:00:00,7,442.0
AL,JEFFERSON,2010-08-17 00:00:00,1,77522.0
AL,JEFFERSON,2010-08-24 00:00:00,1,77522.0
AL,JEFFERSON,2010-08-26 00:00:00,2,8820.0
AL,JEFFERSON,2010-09-24 00:00:00,21,884.0
AL,JEFFERSON,2010-09-25 00:00:00,1,8127.64
AL,JEFFERSON,2010-10-15 00:00:00,1,25000.0
AL,JEFFERSON,2011-02-11 00:00:00,14,271.15
AL,JEFFERSON,2011-03-07 00:00:00,1,39441.0
AL,JEFFERSON,2011-04-14 00:00:00,1,47989.0
AL,JEFFERSON,2011-04-18 00:00:00,1,55500.0
AL,JEFFERSON,2011-05-05 00:00:00,1,41994.0
AL,JEFFERSON,2011-05-12 00:00:00,1,25.12
AL,JEFFERSON,2011-06-09 00:00:00,2,78882.0
AL,JEFFERSON,2011-06-21 00:00:00,2,240.0
AL,JEFFERSON,2011-07-07 00:00:00,12,72000.0
AL,JEFFERSON,2011-07-23 00:00:00,10,19362.0
AL,JEFFERSON,2011-07-26 00:00:00,2,442.0
AL,JEFFERSON,2011-07-27 00:00:00,3,75000.0
AL,JEFFERSON,2011-08-12 00:00:00,3,75000.0
AL,JEFFERSON,2011-08-31 00:00:00,1,47989.0
AL,JEFFERSON,2011-09-01 00:00:00,33,118074.0
AL,JEFFERSON,2011-09-06 00:00:00,1,442.0
AL,JEFFERSON,2011-09-10 00:00:00,3,442.0
AL,JEFFERSON,2011-09-20 00:00:00,2,442.0
AL,JEFFERSON,2011-09-21 00:00:00,6,450.46
AL,JEFFERSON,2011-09-23 00:00:00,1,25000.0
AL,JEFFERSON,2011-10-25 00:00:00,7,966.0
AL,JEFFERSON,2011-11-01 00:00:00,2,50000.0
AL,JEFFERSON,2011-11-16 00:00:00,1,25000.0
AL,JEFFERSON,2011-11-19 00:00:00,20,16658.81
AL,JEFFERSON,2011-12-05 00:00:00,1,25000.0
AL,JEFFERSON,2011-12-07 00:00:00,1,25000.0
AL,JEFFERSON,2011-12-17 00:00:00,2,399.53999999999996
AL,JEFFERSON,2012-01-09 00:00:00,2,72989.0
AL,JEFFERSON,2012-01-12 00:00:00,10,25.69
AL,JEFFERSON,2012-02-07 00:00:00,10,60000.0
AL,JEFFERSON,2012-02-24 00:00:00,1,25000.0
AL,JEFFERSON,2012-02-28 00:00:00,2,50000.0
AL,JEFFERSON,2012-03-01 00:00:00,4,100000.0
AL,JEFFERSON,2012-03-07 00:00:00,1,72953.0
AL,JEFFERSON,2012-03-08 00:00:00,1,39158.0
AL,JEFFERSON,2012-03-10 00:00:00,4,4272.0
AL,JEFFERSON,2012-03-13 00:00:00,6,36000.0
AL,JEFFERSON,2012-03-27 00:00:00,1,25000.0
AL,JEFFERSON,2012-03-28 00:00:00,8,4272.0
AL,JEFFERSON,2012-03-29 00:00:00,3,44092.0
AL,JEFFERSON,2012-04-03 00:00:00,4,134163.0
AL,JEFFERSON,2012-04-04 00:00:00,2,95978.0
AL,JEFFERSON,2012-04-12 00:00:00,2,50000.0
AL,JEFFERSON,2012-04-17 00:00:00,1,18158.0
AL,JEFFERSON,2012-04-23 00:00:00,1,25000.0
AL,JEFFERSON,2012-05-07 00:00:00,1,25000.0
AL,JEFFERSON,2012-05-08 00:00:00,13,55489.0
AL,JEFFERSON,2012-05-11 00:00:00,4,442.0
AL,JEFFERSON,2012-05-14 00:00:00,6,25.69
AL,JEFFERSON,2012-05-18 00:00:00,1,826.0
AL,JEFFERSON,2012-05-23 00:00:00,11,85000.0
AL,JEFFERSON,2012-05-30 00:00:00,4,122989.0
AL,JEFFERSON,2012-05-31 00:00:00,5,442.0
AL,JEFFERSON,2012-06-07 00:00:00,1,25000.0
AL,JEFFERSON,2012-06-09 00:00:00,4,271.15
AL,JEFFERSON,2012-06-19 00:00:00,8,48000.0
AL,JEFFERSON,2012-06-20 00:00:00,20,456.43
AL,JEFFERSON,2012-07-03 00:00:00,4,92711.0
AL,JEFFERSON,2012-07-07 00:00:00,55,25.62
AL,JEFFERSON,2012-07-12 00:00:00,3,75000.0
AL,JEFFERSON,2012-07-13 00:00:00,1,47989.0
AL,JEFFERSON,2012-07-15 00:00:00,30,34.42
AL,JEFFERSON,2012-07-24 00:00:00,2,50000.0
AL,JEFFERSON,2012-07-25 00:00:00,30,34.42
AL,JEFFERSON,2012-07-31 00:00:00,55,25.62
AL,JEFFERSON,2012-08-09 00:00:00,2,40.17
AL,JEFFERSON,2012-08-16 00:00:00,15,25.69
AL,JEFFERSON,2012-09-03 00:00:00,100,3000.0
AL,JEFFERSON,2012-09-04 00:00:00,14,183711.0
AL,JEFFERSON,2012-09-05 00:00:00,1,44722.0
AL,JEFFERSON,2012-09-27 00:00:00,1,25000.0
AL,JEFFERSON,2012-10-30 00:00:00,33,129884.0
AL,JEFFERSON,2012-11-08 00:00:00,4,13956.0
AL,JEFFERSON,2012-11-20 00:00:00,3,442.0
AL,JEFFERSON,2012-12-07 00:00:00,1,193058.0
AL,JEFFERSON,2012-12-10 00:00:00,19,3705.0
AL,JEFFERSON,2012-12-13 00:00:00,1,193058.0
AL,JEFFERSON,2012-12-14 00:00:00,1,25000.0
AL,JEFFERSON,2012-12-19 00:00:00,25,25.69
AL,JEFFERSON,2012-12-21 00:00:00,61,25025.69
AL,JEFFERSON,2012-12-27 00:00:00,1,25000.0
AL,JEFFERSON,2013-01-03 00:00:00,141,1077.76
AL,JEFFERSON,2013-01-10 00:00:00,55,10725.0
AL,JEFFERSON,2013-01-22 00:00:00,199,38805.0
AL,JEFFERSON,2013-01-28 00:00:00,5,442.0
AL,JEFFERSON,2013-02-04 00:00:00,2,206629.95
AL,JEFFERSON,2013-02-05 00:00:00,4,1692.0
AL,JEFFERSON,2013-02-08 00:00:00,2,276.0
AL,JEFFERSON,2013-02-19 00:00:00,9,54000.0
AL,JEFFERSON,2013-02-26 00:00:00,1,25000.0
AL,JEFFERSON,2013-04-12 00:00:00,28,300916.0
AL,JEFFERSON,2013-05-15 00:00:00,1,25000.0
AL,JEFFERSON,2013-06-12 00:00:00,12,335975.0
AL,JEFFERSON,2013-06-14 00:00:00,2,50000.0
AL,JEFFERSON,2013-06-18 00:00:00,9,54000.0
AL,JEFFERSON,2013-06-28 00:00:00,4,135975.0
AL,JEFFERSON,2013-07-09 00:00:00,1,25000.0
AL,JEFFERSON,2013-07-16 00:00:00,2,50000.0
AL,JEFFERSON,2013-07-18 00:00:00,1,44722.0
AL,JEFFERSON,2013-08-27 00:00:00,2,8820.0
AL,JEFFERSON,2013-09-10 00:00:00,20,923.0
AL,JEFFERSON,2013-09-13 00:00:00,1,658000.0
AL,JEFFERSON,2013-10-02 00:00:00,1,60409.0
AL,JEFFERSON,2013-10-17 00:00:00,1,60409.0
AL,JEFFERSON,2013-10-31 00:00:00,4,10000.0
AL,JEFFERSON,2013-12-10 00:00:00,2,119124.0
AL,JEFFERSON,2014-01-13 00:00:00,1,210000.0
AL,LAUDERDALE,2011-01-24 00:00:00,13,813.4499999999999
AL,LAUDERDALE,2011-07-23 00:00:00,20,19362.0
