State,County,Ship Date,Mil Equip Quantity,Total Mil Cost
MO,SAINT LOUIS,2010-08-03 00:00:00,4,480.0
MO,SAINT LOUIS,2011-09-06 00:00:00,1,25000.0
MO,SAINT LOUIS,2012-04-04 00:00:00,2,8220.0
MO,SAINT LOUIS,2012-07-30 00:00:00,1,25000.0
MO,SAINT LOUIS,2012-08-21 00:00:00,1,47989.0
MO,SAINT LOUIS,2012-11-01 00:00:00,2,65441.0
MO,SAINT LOUIS,2013-02-13 00:00:00,4,480.0
MO,SAINT LOUIS,2013-08-23 00:00:00,1,47989.0
MO,SAINT LOUIS,2013-09-20 00:00:00,1,47989.0
MO,SAINTE GENEVIEVE,2011-08-24 00:00:00,1,25000.0
MO,SALINE,2006-12-06 00:00:00,13,6487.0
MO,SALINE,2008-05-22 00:00:00,4,1996.0
MO,SALINE,2010-08-02 00:00:00,3,360.0
MO,SALINE,2012-02-23 00:00:00,1,25000.0
MO,SALINE,2012-03-12 00:00:00,1,4110.0
MO,SALINE,2012-04-12 00:00:00,10,1362.0
MO,SALINE,2012-07-26 00:00:00,2,50000.0
MO,SALINE,2012-07-27 00:00:00,2,8220.0
MO,SCOTLAND,2012-03-09 00:00:00,1,4110.0
MO,SCOTT,2012-04-19 00:00:00,4,25290.0
MO,STODDARD,2010-08-03 00:00:00,3,360.0
MO,STODDARD,2012-04-20 00:00:00,20,9258.0
MO,STODDARD,2012-07-07 00:00:00,2,8220.0
MO,STODDARD,2013-12-05 00:00:00,1,47989.0
MO,STONE,2013-07-30 00:00:00,1,47989.0
MO,TANEY,2006-12-06 00:00:00,2,276.0
MO,TANEY,2011-11-18 00:00:00,4,1635.0
MO,TANEY,2011-12-27 00:00:00,12,1440.0
MO,TANEY,2012-01-07 00:00:00,1,499.0
MO,TANEY,2013-05-15 00:00:00,1,25000.0
MO,VERNON,2013-05-22 00:00:00,3,1497.0
MO,VERNON,2013-05-30 00:00:00,1,25000.0
MO,VERNON,2013-06-11 00:00:00,2,8220.0
MO,WARREN,2008-10-20 00:00:00,3,414.0
MO,WASHINGTON,2011-10-07 00:00:00,1,41253.0
MO,WEBSTER,2012-01-19 00:00:00,5,42675.0
MO,WEBSTER,2012-03-01 00:00:00,1,41253.0
MO,WEBSTER,2012-03-09 00:00:00,1,4110.0
MO,WEBSTER,2013-04-25 00:00:00,1,41253.0
MO,WRIGHT,2012-04-20 00:00:00,8,3234.0
MS,ADAMS,2006-10-30 00:00:00,6,2994.0
MS,ADAMS,2006-11-07 00:00:00,10,4990.0
MS,ADAMS,2008-01-24 00:00:00,1,92290.0
MS,ALCORN,2006-10-30 00:00:00,6,2994.0
MS,ALCORN,2008-03-26 00:00:00,1,138.0
MS,ALCORN,2011-04-16 00:00:00,4,552.0
MS,ATTALA,2006-10-30 00:00:00,2,276.0
MS,ATTALA,2006-11-07 00:00:00,8,2548.0
MS,ATTALA,2008-08-19 00:00:00,4,552.0
MS,BOLIVAR,2006-11-01 00:00:00,6,2994.0
MS,CALHOUN,2008-04-03 00:00:00,3,414.0
MS,CALHOUN,2012-08-22 00:00:00,5,600.0
MS,CLAY,2006-11-07 00:00:00,4,1996.0
MS,COAHOMA,2006-05-04 00:00:00,8,3992.0
MS,COAHOMA,2006-11-01 00:00:00,5,690.0
MS,COPIAH,2006-11-01 00:00:00,6,1911.0
MS,COPIAH,2006-11-15 00:00:00,3,1497.0
MS,DESOTO,2006-11-02 00:00:00,16,7032.0
MS,DESOTO,2006-11-07 00:00:00,20,6370.0
MS,DESOTO,2006-11-08 00:00:00,8,3631.0
MS,DESOTO,2008-10-03 00:00:00,1,200000.0
MS,DESOTO,2008-10-20 00:00:00,1,0.0
MS,DESOTO,2008-12-08 00:00:00,1,0.0
MS,DESOTO,2012-07-05 00:00:00,5,2495.0
MS,FORREST,2006-04-14 00:00:00,10,4990.0
MS,FORREST,2008-04-16 00:00:00,4,552.0
MS,FORREST,2009-10-20 00:00:00,8,1104.0
MS,FORREST,2010-08-03 00:00:00,2,240.0
MS,GEORGE,2013-12-18 00:00:00,2,155044.0
MS,GREENE,2006-06-13 00:00:00,1,138.0
MS,GREENE,2008-03-26 00:00:00,3,1497.0
MS,GREENE,2008-07-09 00:00:00,2,276.0
MS,GREENE,2009-10-20 00:00:00,8,1104.0
MS,GRENADA,2006-11-08 00:00:00,13,5043.0
MS,GRENADA,2012-08-22 00:00:00,8,3992.0
MS,HANCOCK,2006-10-30 00:00:00,4,1996.0
MS,HANCOCK,2006-10-31 00:00:00,10,1380.0
MS,HARRISON,2006-10-31 00:00:00,28,13972.0
MS,HARRISON,2006-11-03 00:00:00,22,8090.0
MS,HARRISON,2006-11-07 00:00:00,38,14630.0
MS,HARRISON,2008-01-23 00:00:00,1,92290.0
MS,HARRISON,2008-01-24 00:00:00,1,0.0
MS,HARRISON,2012-04-20 00:00:00,27,10946.0
MS,HARRISON,2013-05-20 00:00:00,1,25000.0
MS,HINDS,2006-09-12 00:00:00,20,9980.0
MS,HINDS,2006-10-31 00:00:00,35,4830.0
MS,HINDS,2006-11-01 00:00:00,30,4140.0
MS,HINDS,2006-11-02 00:00:00,29,4002.0
MS,HINDS,2006-11-07 00:00:00,10,2684.0
MS,HINDS,2008-03-26 00:00:00,7,966.0
MS,ITAWAMBA,2007-03-23 00:00:00,2,998.0
MS,JACKSON,2006-08-10 00:00:00,1,92290.0
MS,JACKSON,2006-08-17 00:00:00,1,190817.0
MS,JACKSON,2006-11-07 00:00:00,28,13972.0
MS,JASPER,2006-10-31 00:00:00,4,1996.0
MS,JASPER,2006-11-07 00:00:00,9,1242.0
MS,JASPER,2011-02-25 00:00:00,3,360.0
MS,JEFFERSON DAVIS,2010-08-02 00:00:00,2,240.0
MS,JONES,2008-11-17 00:00:00,6,828.0
MS,KEMPER,2010-08-02 00:00:00,1,138.0
MS,LAFAYETTE,2006-06-16 00:00:00,4,552.0
MS,LAFAYETTE,2006-09-12 00:00:00,9,2536.0
MS,LAFAYETTE,2006-11-07 00:00:00,20,6370.0
MS,LAUDERDALE,2006-06-16 00:00:00,3,414.0
MS,LAUDERDALE,2006-09-12 00:00:00,26,10808.0
MS,LAUDERDALE,2006-11-07 00:00:00,3,1497.0
MS,LAUDERDALE,2008-03-27 00:00:00,1,499.0
MS,LAUDERDALE,2008-08-19 00:00:00,4,552.0
MS,LEAKE,2006-09-12 00:00:00,4,552.0
MS,LEE,2006-11-07 00:00:00,38,13006.0
MS,LEE,2008-09-04 00:00:00,1,138.0
MS,LEE,2008-10-09 00:00:00,4,552.0
MS,LEE,2008-10-27 00:00:00,4,552.0
MS,LEE,2008-10-28 00:00:00,3,414.0
MS,LEE,2009-02-26 00:00:00,7,840.0
MS,LEFLORE,2006-09-13 00:00:00,4,552.0
MS,LEFLORE,2007-11-28 00:00:00,6,2994.0
MS,LOWNDES,2006-05-30 00:00:00,3,1497.0
MS,LOWNDES,2006-11-01 00:00:00,12,1656.0
MS,LOWNDES,2010-10-28 00:00:00,10,1200.0
MS,MADISON,2006-11-07 00:00:00,20,9980.0
MS,MADISON,2006-11-15 00:00:00,10,1080.0
MS,MADISON,2008-12-04 00:00:00,2,998.0
MS,MADISON,2012-04-20 00:00:00,4,480.0
MS,MARSHALL,2006-10-31 00:00:00,2,998.0
MS,MARSHALL,2008-04-07 00:00:00,3,414.0
MS,MARSHALL,2008-05-16 00:00:00,5,2495.0
MS,MONROE,2006-11-07 00:00:00,2,276.0
MS,MONTGOMERY,2006-11-07 00:00:00,2,998.0
MS,NESHOBA,2006-11-07 00:00:00,6,1911.0
MS,NEWTON,2008-03-26 00:00:00,1,499.0
MS,NEWTON,2012-07-05 00:00:00,2,240.0
MS,NOXUBEE,2008-04-07 00:00:00,2,276.0
MS,OKTIBBEHA,2006-01-13 00:00:00,9,4491.0
MS,OKTIBBEHA,2006-11-07 00:00:00,9,4491.0
MS,OKTIBBEHA,2006-11-08 00:00:00,2,276.0
MS,OKTIBBEHA,2008-03-27 00:00:00,5,2495.0
MS,OKTIBBEHA,2009-02-06 00:00:00,1,138.0
MS,PIKE,2006-11-08 00:00:00,12,3822.0
MS,PONTOTOC,2006-10-11 00:00:00,3,414.0
MS,PRENTISS,2006-11-08 00:00:00,6,828.0
MS,PRENTISS,2008-03-26 00:00:00,5,2495.0
MS,RANKIN,2006-09-12 00:00:00,4,1996.0
MS,RANKIN,2006-09-13 00:00:00,12,5266.0
MS,RANKIN,2006-10-31 00:00:00,5,690.0
MS,RANKIN,2006-11-02 00:00:00,3,1497.0
MS,RANKIN,2007-11-28 00:00:00,7,3493.0
MS,RANKIN,2008-04-07 00:00:00,4,552.0
MS,RANKIN,2010-08-02 00:00:00,4,480.0
MS,SCOTT,2006-11-03 00:00:00,3,1497.0
MS,SIMPSON,2006-06-12 00:00:00,3,1497.0
MS,SMITH,2006-04-26 00:00:00,2,276.0
MS,SMITH,2006-11-07 00:00:00,1,499.0
MS,SMITH,2006-11-08 00:00:00,1,499.0
MS,SMITH,2011-04-16 00:00:00,1,120.0
MS,SUNFLOWER,2006-11-01 00:00:00,20,2760.0
MS,TALLAHATCHIE,2006-11-07 00:00:00,2,276.0
MS,TATE,2006-09-13 00:00:00,3,1497.0
MS,TATE,2006-11-07 00:00:00,7,2410.0
MS,TISHOMINGO,2008-03-26 00:00:00,1,138.0
MS,UNION,2008-03-27 00:00:00,1,499.0
MS,WASHINGTON,2006-11-07 00:00:00,6,828.0
MS,WAYNE,2006-08-17 00:00:00,3,414.0
MS,WAYNE,2009-10-20 00:00:00,8,1104.0
MS,WINSTON,2006-11-07 00:00:00,4,552.0
MS,YALOBUSHA,2006-11-01 00:00:00,1,499.0
MS,YALOBUSHA,2008-04-09 00:00:00,3,775.0
MT,BEAVERHEAD,2006-06-08 00:00:00,8,1104.0
MT,BEAVERHEAD,2006-06-23 00:00:00,2,998.0
MT,BEAVERHEAD,2006-10-05 00:00:00,4,552.0
MT,BIG HORN,2006-10-05 00:00:00,5,690.0
MT,BLAINE,2006-01-19 00:00:00,2,998.0
MT,BLAINE,2006-06-08 00:00:00,5,690.0
MT,BLAINE,2007-05-07 00:00:00,5,2495.0
MT,BLAINE,2007-07-11 00:00:00,4,32686.41
MT,BLAINE,2011-08-25 00:00:00,1,25000.0
MT,BROADWATER,2006-06-08 00:00:00,9,1242.0
MT,CARBON,2006-01-19 00:00:00,1,138.0
MT,CARBON,2006-10-05 00:00:00,1,499.0
MT,CARTER,2006-10-05 00:00:00,2,276.0
MT,CASCADE,2006-01-19 00:00:00,10,1380.0
MT,CASCADE,2006-07-06 00:00:00,4,552.0
MT,CASCADE,2006-10-05 00:00:00,5,690.0
MT,CASCADE,2006-10-10 00:00:00,16,7984.0
MT,CASCADE,2007-07-05 00:00:00,4,32686.41
MT,CASCADE,2012-08-22 00:00:00,45,5400.0
MT,CHOUTEAU,2006-08-15 00:00:00,4,552.0
MT,CHOUTEAU,2006-10-05 00:00:00,2,998.0
MT,CHOUTEAU,2006-10-10 00:00:00,2,998.0
MT,DANIELS,2006-06-08 00:00:00,3,414.0
MT,FALLON,2006-10-05 00:00:00,4,1274.0
MT,FALLON,2006-10-10 00:00:00,7,2380.0
MT,FERGUS,2006-10-11 00:00:00,3,1497.0
MT,FERGUS,2013-05-30 00:00:00,2,276.0
MT,FLATHEAD,2006-01-31 00:00:00,40,5520.0
MT,FLATHEAD,2006-10-05 00:00:00,3,414.0
MT,FLATHEAD,2006-10-10 00:00:00,9,1242.0
MT,FLATHEAD,2006-10-12 00:00:00,5,690.0
MT,FLATHEAD,2012-06-13 00:00:00,1,47069.0
MT,FLATHEAD,2013-09-23 00:00:00,1,658000.0
MT,GALLATIN,2006-06-02 00:00:00,20,2760.0
MT,GALLATIN,2006-10-05 00:00:00,4,1274.0
MT,GALLATIN,2006-10-10 00:00:00,10,1380.0
MT,GALLATIN,2007-01-05 00:00:00,8,1104.0
MT,GALLATIN,2008-05-21 00:00:00,10,4990.0
MT,GARFIELD,2006-10-10 00:00:00,2,637.0
MT,GLACIER,2006-01-19 00:00:00,8,3992.0
MT,GLACIER,2006-10-05 00:00:00,2,998.0
MT,GLACIER,2006-10-10 00:00:00,2,276.0
MT,GLACIER,2014-01-06 00:00:00,2,83774.0
MT,GOLDEN VALLEY,2006-06-08 00:00:00,5,690.0
MT,GRANITE,2006-10-10 00:00:00,3,1497.0
MT,HILL,2006-06-23 00:00:00,5,690.0
MT,HILL,2006-10-10 00:00:00,5,2495.0
MT,JUDITH BASIN,2006-10-11 00:00:00,1,499.0
MT,LAKE,2006-06-23 00:00:00,2,998.0
MT,LEWIS AND CLARK,2006-06-08 00:00:00,131,18078.0
MT,LEWIS AND CLARK,2006-07-06 00:00:00,10,1380.0
MT,LEWIS AND CLARK,2006-10-10 00:00:00,113,19204.0
MT,LEWIS AND CLARK,2010-06-30 00:00:00,6,828.0
MT,LEWIS AND CLARK,2012-04-16 00:00:00,15,7485.0
MT,LINCOLN,2006-10-11 00:00:00,5,2495.0
MT,LINCOLN,2012-02-24 00:00:00,1,25000.0
MT,LINCOLN,2012-07-12 00:00:00,6,8454.0
MT,LINCOLN,2013-04-18 00:00:00,1,65070.0
MT,MCCONE,2012-04-03 00:00:00,1,25000.0
MT,MEAGHER,2008-04-10 00:00:00,3,1487.5
MT,MEAGHER,2012-02-08 00:00:00,1,1881.0
MT,MEAGHER,2012-02-14 00:00:00,4,24000.0
MT,MEAGHER,2012-04-16 00:00:00,1,25000.0
MT,MEAGHER,2012-05-05 00:00:00,2,2136.0
MT,MEAGHER,2012-07-18 00:00:00,1,6624.96
MT,MEAGHER,2013-05-07 00:00:00,8,826.0
MT,MISSOULA,2006-01-19 00:00:00,6,2994.0
MT,MISSOULA,2006-06-08 00:00:00,12,1656.0
MT,MISSOULA,2006-10-11 00:00:00,20,9980.0
MT,MUSSELSHELL,2006-10-11 00:00:00,7,1327.0
MT,PARK,2006-06-08 00:00:00,7,966.0
MT,PETROLEUM,2006-06-08 00:00:00,6,828.0
MT,PETROLEUM,2006-10-11 00:00:00,1,138.0
MT,PETROLEUM,2013-05-09 00:00:00,1,25000.0
MT,PHILLIPS,2006-10-11 00:00:00,2,276.0
MT,PONDERA,2006-10-05 00:00:00,2,998.0
MT,PONDERA,2006-10-11 00:00:00,6,2994.0
MT,POWDER RIVER,2006-06-08 00:00:00,3,414.0
MT,POWDER RIVER,2012-09-06 00:00:00,2,94910.0
MT,POWELL,2006-07-06 00:00:00,12,5988.0
MT,POWELL,2006-10-11 00:00:00,12,3461.0
MT,POWELL,2008-03-24 00:00:00,1,0.0
MT,POWELL,2011-02-24 00:00:00,5,826.0
MT,PRAIRIE,2006-10-11 00:00:00,4,1635.0
MT,PRAIRIE,2011-06-28 00:00:00,1,25000.0
MT,RICHLAND,2006-06-08 00:00:00,9,1242.0
MT,RICHLAND,2006-10-11 00:00:00,1,499.0
MT,ROOSEVELT,2006-10-11 00:00:00,6,828.0
MT,ROOSEVELT,2007-07-09 00:00:00,2,32686.41
MT,ROOSEVELT,2012-05-09 00:00:00,1,25000.0
MT,SANDERS,2012-04-09 00:00:00,6,828.0
MT,SANDERS,2013-03-11 00:00:00,1,47069.0
MT,SHERIDAN,2008-07-03 00:00:00,3,775.0
MT,SWEET GRASS,2006-10-11 00:00:00,1,499.0
MT,SWEET GRASS,2012-03-08 00:00:00,3,132551.0
MT,SWEET GRASS,2012-03-23 00:00:00,1,47989.0
MT,TETON,2006-10-11 00:00:00,4,1274.0
MT,TOOLE,2006-10-11 00:00:00,2,998.0
MT,TOOLE,2011-08-30 00:00:00,1,25000.0
MT,VALLEY,2006-10-10 00:00:00,2,998.0
MT,VALLEY,2006-10-12 00:00:00,11,1879.0
MT,VALLEY,2007-05-07 00:00:00,3,1497.0
MT,VALLEY,2010-07-21 00:00:00,1,225.23
MT,VALLEY,2010-08-28 00:00:00,1,12739.0
MT,WHEATLAND,2007-12-10 00:00:00,1,18054.18
MT,YELLOWSTONE,2006-10-11 00:00:00,2,276.0
NC,ALAMANCE,2006-12-01 00:00:00,2,276.0
NC,ALAMANCE,2006-12-07 00:00:00,4,1996.0
NC,ALAMANCE,2007-06-18 00:00:00,7,3493.0
NC,ALAMANCE,2009-10-10 00:00:00,3,1497.0
NC,ALAMANCE,2010-10-15 00:00:00,4,552.0
NC,ALEXANDER,2006-12-07 00:00:00,2,276.0
NC,ALEXANDER,2007-03-20 00:00:00,2,998.0
NC,ANSON,2006-01-13 00:00:00,1,499.0
NC,ANSON,2006-02-28 00:00:00,3,1497.0
NC,ANSON,2006-03-08 00:00:00,1,138.0
NC,ANSON,2006-12-05 00:00:00,2,276.0
NC,ANSON,2007-03-20 00:00:00,2,998.0
NC,ASHE,2008-06-05 00:00:00,1,25000.0
NC,AVERY,2006-11-20 00:00:00,3,414.0
NC,AVERY,2006-12-08 00:00:00,5,540.0
NC,AVERY,2008-08-01 00:00:00,4,432.0
NC,AVERY,2008-08-06 00:00:00,1,138.0
NC,AVERY,2008-08-11 00:00:00,3,414.0
NC,BEAUFORT,2006-12-08 00:00:00,12,4183.0
NC,BEAUFORT,2007-04-06 00:00:00,2,216.0
NC,BEAUFORT,2007-06-13 00:00:00,2,216.0
NC,BEAUFORT,2007-10-10 00:00:00,1,25000.0
NC,BEAUFORT,2008-08-01 00:00:00,2,216.0
NC,BEAUFORT,2009-11-30 00:00:00,2,216.0
NC,BERTIE,2006-12-08 00:00:00,1,138.0
NC,BLADEN,2006-11-21 00:00:00,3,1497.0
NC,BLADEN,2012-06-19 00:00:00,1,39052.0
NC,BRUNSWICK,2006-11-21 00:00:00,11,4767.0
NC,BRUNSWICK,2006-12-01 00:00:00,2,998.0
NC,BRUNSWICK,2006-12-08 00:00:00,4,1274.0
NC,BRUNSWICK,2008-06-24 00:00:00,1,72.1
NC,BRUNSWICK,2008-08-01 00:00:00,1,108.0
NC,BRUNSWICK,2008-08-11 00:00:00,5,690.0
NC,BRUNSWICK,2008-08-14 00:00:00,1,138.0
NC,BRUNSWICK,2008-10-29 00:00:00,1,138.0
NC,BRUNSWICK,2009-05-21 00:00:00,1,92290.0
NC,BRUNSWICK,2010-10-13 00:00:00,1,108.0
NC,BRUNSWICK,2010-10-20 00:00:00,1,120.0
NC,BRUNSWICK,2013-09-24 00:00:00,1,412000.0
NC,BUNCOMBE,2006-10-27 00:00:00,1,720.0
NC,BUNCOMBE,2006-11-21 00:00:00,37,14131.0
NC,BUNCOMBE,2006-11-28 00:00:00,1,499.0
NC,BUNCOMBE,2006-12-08 00:00:00,5,1322.0
NC,BUNCOMBE,2007-03-16 00:00:00,1,138.0
NC,BUNCOMBE,2007-04-06 00:00:00,1,108.0
NC,BUNCOMBE,2007-10-03 00:00:00,1,65070.0
NC,BURKE,2006-11-21 00:00:00,15,6041.0
NC,BURKE,2006-11-28 00:00:00,3,1497.0
NC,BURKE,2006-12-05 00:00:00,16,6540.0
NC,BURKE,2006-12-08 00:00:00,3,1497.0
NC,BURKE,2008-07-31 00:00:00,1,499.0
NC,BURKE,2008-08-07 00:00:00,2,276.0
NC,BURKE,2008-08-11 00:00:00,7,966.0
NC,BURKE,2009-03-30 00:00:00,3,216.29999999999998
NC,CABARRUS,2006-11-28 00:00:00,10,1380.0
NC,CABARRUS,2007-03-16 00:00:00,27,3726.0
NC,CABARRUS,2007-06-27 00:00:00,1,150000.0
NC,CABARRUS,2009-10-15 00:00:00,1,150000.0
NC,CALDWELL,2006-03-17 00:00:00,4,1996.0
NC,CALDWELL,2006-11-21 00:00:00,12,1656.0
NC,CALDWELL,2006-11-30 00:00:00,2,998.0
NC,CALDWELL,2006-12-01 00:00:00,11,5489.0
NC,CALDWELL,2012-01-25 00:00:00,1,200000.0
NC,CARTERET,2006-11-20 00:00:00,4,552.0
NC,CARTERET,2009-03-31 00:00:00,7,966.0
NC,CASWELL,2006-10-24 00:00:00,1,1278.0
NC,CASWELL,2006-11-27 00:00:00,5,2495.0
NC,CATAWBA,2006-02-15 00:00:00,12,1656.0
NC,CATAWBA,2006-11-27 00:00:00,10,4990.0
NC,CATAWBA,2008-04-10 00:00:00,7,3493.0
NC,CATAWBA,2008-07-31 00:00:00,1,499.0
NC,CHATHAM,2013-02-25 00:00:00,2,144.2
NC,CHATHAM,2013-03-06 00:00:00,1,138.0
NC,CHEROKEE,2006-12-04 00:00:00,1,190817.0
NC,CHEROKEE,2007-02-10 00:00:00,7,3493.0
NC,CHEROKEE,2007-06-13 00:00:00,15,1620.0
NC,CHEROKEE,2009-03-31 00:00:00,1,138.0
NC,CHEROKEE,2009-05-18 00:00:00,1,190817.0
NC,CHEROKEE,2013-05-29 00:00:00,1,47455.0
NC,CHEROKEE,2013-06-04 00:00:00,8,25.69
NC,CHEROKEE,2013-07-10 00:00:00,2,155044.0
NC,CHEROKEE,2013-07-25 00:00:00,2,82506.0
NC,CHEROKEE,2013-09-10 00:00:00,12,923.0
NC,CHEROKEE,2013-10-08 00:00:00,1,658000.0
NC,CHOWAN,2012-02-04 00:00:00,16,7984.0
NC,CLAY,2013-08-15 00:00:00,1,47455.0
NC,CLEVELAND,2006-11-28 00:00:00,20,9980.0
NC,CLEVELAND,2006-12-01 00:00:00,6,828.0
NC,CLEVELAND,2010-10-14 00:00:00,1,120.0
NC,CLEVELAND,2010-10-25 00:00:00,3,2160.0
NC,COLUMBUS,2006-12-07 00:00:00,2,276.0
NC,COLUMBUS,2008-06-12 00:00:00,4,1996.0
NC,COLUMBUS,2013-08-13 00:00:00,3,37500.0
NC,CRAVEN,2006-11-28 00:00:00,15,4236.0
NC,CRAVEN,2006-12-05 00:00:00,18,5372.0
NC,CRAVEN,2007-04-18 00:00:00,3,414.0
NC,CRAVEN,2012-05-29 00:00:00,1,25000.0
NC,CRAVEN,2012-06-16 00:00:00,8,10427.1
NC,CUMBERLAND,2006-07-06 00:00:00,15,7485.0
NC,CUMBERLAND,2006-09-20 00:00:00,50,6900.0
NC,CUMBERLAND,2006-11-28 00:00:00,1,499.0
NC,CUMBERLAND,2006-12-07 00:00:00,15,7485.0
NC,CUMBERLAND,2008-03-12 00:00:00,1,25000.0
NC,CUMBERLAND,2008-07-31 00:00:00,2,998.0
NC,CUMBERLAND,2013-01-30 00:00:00,2,95978.0
NC,CUMBERLAND,2013-04-24 00:00:00,30,204000.0
NC,CURRITUCK,2012-06-21 00:00:00,4,138322.0
NC,CURRITUCK,2012-07-18 00:00:00,1,55500.0
NC,CURRITUCK,2012-11-08 00:00:00,1,329000.0
NC,CURRITUCK,2013-05-09 00:00:00,2,86896.0
NC,CURRITUCK,2013-10-03 00:00:00,1,412000.0
NC,DARE,2006-12-01 00:00:00,2,276.0
NC,DARE,2006-12-05 00:00:00,1,138.0
NC,DARE,2007-04-19 00:00:00,1,25000.0
NC,DARE,2008-08-11 00:00:00,2,276.0
NC,DARE,2011-11-09 00:00:00,1,72953.0
NC,DARE,2011-11-28 00:00:00,1,59562.0
NC,DARE,2012-05-24 00:00:00,3,442.0
NC,DARE,2012-06-20 00:00:00,1,47989.0
NC,DARE,2012-07-27 00:00:00,1,25000.0
NC,DARE,2012-09-06 00:00:00,2,95978.0
NC,DARE,2012-09-13 00:00:00,2,95978.0
NC,DAVIDSON,2006-12-01 00:00:00,5,2495.0
NC,DAVIDSON,2006-12-07 00:00:00,1,720.0
NC,DAVIDSON,2009-08-29 00:00:00,9,1080.0
NC,DAVIDSON,2010-08-02 00:00:00,13,1560.0
NC,DAVIDSON,2010-10-25 00:00:00,1,720.0
NC,DAVIDSON,2012-03-15 00:00:00,1,150000.0
NC,DAVIDSON,2012-06-13 00:00:00,1,150000.0
NC,DAVIE,2006-09-20 00:00:00,12,5988.0
NC,DAVIE,2006-12-04 00:00:00,2,998.0
NC,DAVIE,2008-07-31 00:00:00,4,1996.0
NC,DAVIE,2008-08-11 00:00:00,4,552.0
NC,DUPLIN,2006-11-20 00:00:00,2,276.0
NC,DUPLIN,2006-12-01 00:00:00,1,499.0
NC,DUPLIN,2007-04-18 00:00:00,1,138.0
NC,DUPLIN,2007-07-16 00:00:00,1,499.0
NC,DURHAM,2006-11-28 00:00:00,64,26882.0
NC,DURHAM,2007-02-10 00:00:00,28,13972.0
NC,DURHAM,2008-07-31 00:00:00,4,1996.0
NC,EDGECOMBE,2008-08-11 00:00:00,5,690.0
NC,FORSYTH,2007-10-03 00:00:00,1,65070.0
NC,FORSYTH,2011-02-03 00:00:00,4,442.0
NC,FORSYTH,2012-08-15 00:00:00,10,34.42
NC,FRANKLIN,2006-09-20 00:00:00,4,552.0
NC,FRANKLIN,2007-03-19 00:00:00,3,1497.0
NC,GASTON,2006-05-18 00:00:00,7,3493.0
NC,GASTON,2006-11-20 00:00:00,6,2994.0
NC,GASTON,2006-11-28 00:00:00,3,775.0
NC,GASTON,2006-11-29 00:00:00,39,20566.0
NC,GASTON,2006-12-04 00:00:00,5,1773.0
NC,GASTON,2007-02-10 00:00:00,44,18346.0
NC,GASTON,2007-03-13 00:00:00,10,3185.0
NC,GASTON,2007-03-19 00:00:00,1,138.0
NC,GASTON,2008-07-31 00:00:00,4,1996.0
NC,GASTON,2008-08-01 00:00:00,3,324.0
NC,GASTON,2012-10-25 00:00:00,1,138.0
NC,GRANVILLE,2007-03-13 00:00:00,8,3992.0
NC,GRANVILLE,2007-03-20 00:00:00,1,138.0
NC,GRANVILLE,2008-01-17 00:00:00,1,244844.0
NC,GRANVILLE,2010-08-02 00:00:00,2,240.0
NC,GREENE,2006-11-30 00:00:00,3,1497.0
NC,GREENE,2008-07-31 00:00:00,2,998.0
NC,GUILFORD,2006-02-15 00:00:00,1,138.0
NC,GUILFORD,2006-03-03 00:00:00,20,9980.0
NC,GUILFORD,2006-12-01 00:00:00,24,6922.0
NC,GUILFORD,2006-12-05 00:00:00,1,138.0
NC,GUILFORD,2006-12-08 00:00:00,6,2994.0
NC,GUILFORD,2007-03-22 00:00:00,4,552.0
NC,GUILFORD,2009-08-22 00:00:00,3,360.0
NC,HALIFAX,2006-12-01 00:00:00,10,4990.0
NC,HALIFAX,2006-12-06 00:00:00,8,3992.0
NC,HALIFAX,2006-12-08 00:00:00,2,276.0
NC,HALIFAX,2007-03-20 00:00:00,2,276.0
NC,HALIFAX,2009-01-29 00:00:00,2,144.2
NC,HALIFAX,2013-03-28 00:00:00,3,0.0
NC,HALIFAX,2013-04-12 00:00:00,1,39441.0
NC,HALIFAX,2013-07-10 00:00:00,3,267000.0
NC,HALIFAX,2013-09-10 00:00:00,1,658000.0
NC,HARNETT,2006-02-15 00:00:00,1,138.0
NC,HARNETT,2006-08-07 00:00:00,1,499.0
NC,HARNETT,2006-11-28 00:00:00,2,998.0
NC,HARNETT,2009-11-09 00:00:00,2,240.0
NC,HARNETT,2013-08-21 00:00:00,6,34.42
NC,HARNETT,2013-09-11 00:00:00,1,658000.0
NC,HARNETT,2014-01-15 00:00:00,2,82506.0
NC,HAYWOOD,2007-02-10 00:00:00,10,4990.0
NC,HAYWOOD,2007-03-19 00:00:00,4,1996.0
NC,HAYWOOD,2007-10-05 00:00:00,2,78316.0
NC,HAYWOOD,2008-07-31 00:00:00,5,2495.0
NC,HAYWOOD,2008-08-11 00:00:00,4,552.0
NC,HENDERSON,2006-11-20 00:00:00,3,1497.0
NC,HENDERSON,2007-02-10 00:00:00,4,1274.0
NC,HERTFORD,2006-03-24 00:00:00,2,998.0
NC,HERTFORD,2006-10-24 00:00:00,1,1278.0
NC,HERTFORD,2007-03-09 00:00:00,6,2994.0
NC,HERTFORD,2008-03-24 00:00:00,2,998.0
NC,HERTFORD,2008-08-11 00:00:00,3,414.0
NC,HERTFORD,2012-06-14 00:00:00,1,25000.0
NC,HERTFORD,2012-06-27 00:00:00,1,47989.0
NC,HERTFORD,2012-08-22 00:00:00,1,25000.0
